arrived_at,num_prefill_tokens,num_decode_tokens
0.4883820800557598,62,671
0.6169496908378191,110,367
0.9347386725892308,103,200
1.4512157895528413,289,63
1.75745077574615,197,25
2.3598995608728917,174,144
2.5004906460274308,66,540
2.9097785320823424,355,6
3.32051330751219,56,108
3.7750629991885236,492,5
3.8149373043529753,91,246
4.671565753396624,291,145
5.040476873366923,593,206
5.280005864201272,150,120
5.451743247238601,290,303
5.876793886528293,124,561
6.303023249493744,234,248
6.638169224019982,189,259
6.927538199664934,397,611
7.121061381369177,740,6
7.280232154293503,211,477
7.779372239242439,69,159
7.797754007948707,533,4
8.087666078016936,575,113
8.351408604741062,626,462
8.73128850312937,140,120
9.150364742787767,266,34
9.431487190779471,100,247
10.041925528310262,127,365
10.233970893095004,84,247
10.708613741742067,675,324
11.03811851067093,641,36
11.287786889541948,180,87
11.346617181208284,114,7
11.940287279162247,317,6
12.77851196049297,383,10
12.97780382445863,179,411
13.057247568240273,612,85
13.98400969400301,317,149
14.03122711285678,256,297
14.079172374380438,231,650
14.426825748517466,253,97
14.455991667878818,433,455
14.545423925754537,187,235
14.547072396918342,224,341
15.149113049374835,104,262
15.799961409117067,126,336
16.174350148957693,562,235
16.4134397549886,151,233
16.477301062681985,64,497
16.844594720605823,260,378
16.99902517038524,112,94
17.625675859455605,78,209
18.266296632458495,104,729
18.377964871170576,126,278
18.44693398429524,145,184
18.852685258081745,132,78
18.900762329886003,115,255
19.233074012735667,81,149
19.28365461120474,313,144
19.383532554763068,341,371
19.50584943579549,123,166
19.999118174630194,106,233
20.216011168183734,151,79
20.425639392446033,104,50
20.51109600236484,54,918
20.640889589028685,618,26
20.74453709768166,632,49
20.74536746482472,129,197
21.09301071444909,251,159
21.108133528814506,150,50
21.49045458424892,90,411
21.643351932176262,299,175
22.31766663441497,153,305
22.993708798519613,101,693
23.602184384018013,101,139
23.994293673530922,129,303
24.802285526751657,134,93
25.473390140248476,100,89
25.806117084288076,491,61
26.076517751395418,87,38
26.123895049147798,154,319
26.20600192398292,74,400
26.22371322564646,120,83
26.272966624575997,233,19
26.280303047773515,605,40
26.697969944195744,253,252
26.863931525715813,135,159
26.920472244762063,210,409
27.8346208524588,104,59
27.966671581801002,414,495
28.15255351500019,151,218
28.276931174061207,126,276
28.294198762141725,116,79
28.37735596770369,197,195
28.796066251528185,386,10
28.896095094598987,456,35
28.935423316922588,86,221
29.369282219204408,64,18
29.48697336710508,112,86
29.560588680490746,203,119
29.98931183167424,65,191
30.174313994857002,574,6
30.312161083213052,313,144
30.600297331945445,129,97
31.25041420825555,169,41
31.36001452582871,218,271
31.360488837526034,158,147
31.834750057390803,179,282
31.974537176401434,79,94
31.97986503041282,268,220
32.17017256859707,67,26
32.240744747653466,71,843
32.519017212747734,112,357
32.79797508708501,557,151
33.419892852606424,131,535
34.07083502558694,325,20
34.07202333584673,208,213
34.345088379681336,583,10
35.41795432882104,112,112
35.500962276290004,98,290
35.58879659080724,150,382
35.735801199120736,49,83
35.864368766397405,465,63
35.87278306935184,100,122
36.45013253080636,72,16
36.606991594418595,159,220
36.611464768814606,193,306
38.19137080685057,355,137
38.350817784859494,107,418
38.35541187597165,153,155
38.71710345495731,91,625
38.96029969091445,123,341
38.9677447157427,658,38
39.99226855294813,232,529
40.27072664782795,107,46
40.49184608947451,337,289
40.525037906499236,60,245
40.59629733147304,86,702
41.07581919127979,109,356
41.221258843449576,233,303
41.253576557639455,111,32
42.32323127530255,782,46
42.71117846126363,416,196
43.20700315013,670,17
43.56547477776336,91,35
43.58223241970786,112,208
