arrived_at,num_prefill_tokens,num_decode_tokens
1.395377371587885,832,2990
1.7627134023937687,562,10376
2.6706819216835163,114,5326
4.1463308272938315,123,2008
5.021287930703285,235,635
6.742570173922546,136,7336
7.144258988649801,1298,684
8.313652948806691,1346,1143
9.487180878606257,850,585
10.78589428339578,1139,999
10.899820869579928,1121,2196
13.347330723990353,1039,910
14.401362495334062,1272,708
15.085731040575062,879,2201
15.576409277824572,91,4083
16.79083967579512,768,2173
18.00863785569641,898,3967
18.966197782914232,914,412
19.792966284756954,885,707
20.345889661054795,983,2743
20.80066329798144,1195,1157
22.226777826406973,1187,1215
22.27929716556774,949,642
23.107617365762678,1069,3643
23.86116744211732,859,425
24.946538580369626,887,7028
26.1438992651079,1313,1715
26.947106259369914,1268,1856
28.691215795172173,885,707
29.23991683741429,1292,3981
30.59603926212019,183,11814
31.5374814590598,836,3327
32.25081968440557,854,537
32.41890623202367,162,2727
34.11510651189214,981,723
36.51003417283706,641,3119
37.079439498453226,962,915
37.306421623543635,319,1865
39.95431341143717,600,4051
40.08922032244794,1298,1041
40.226206783944114,889,804
41.21950213862134,1137,600
41.30283333679663,1099,10911
41.558354073584404,136,11844
41.56306399119527,915,501
43.283180141070964,895,1138
45.14274688319163,1055,2752
46.21242899702199,1150,6428
46.8955421571103,871,4352
47.07800303623425,1124,1605
48.12741348744522,897,4090
48.568643343957845,770,8198
50.35907388415888,1071,1406
52.18941894988143,1030,731
52.50847106048738,1318,3713
52.705525669414996,1117,2292
53.864815023090735,1015,1341
54.002178085388614,1014,7526
54.95164003638765,956,1621
55.096156032013575,1276,1092
55.38152158503737,462,5372
55.73099838798714,1022,729
57.140337641800585,122,4703
57.760031909096405,672,6043
58.35896969270298,1297,1353
58.603131435328145,68,2680
58.97397025436769,867,938
59.2701059933762,1288,755
59.272478470927794,184,4289
60.26574489842599,923,759
60.30895293947004,114,5725
61.40129881213979,1303,1272
61.83814837764649,1223,1595
63.764761812614225,933,1351
65.6963108529132,321,1775
67.43481252576576,113,5159
68.55512478151694,114,2076
70.86367293357618,1085,2828
72.78111468642425,117,4333
73.73176309796595,919,911
74.50433643255836,73,2633
74.6397001404223,1215,914
74.8742912113798,270,13386
74.92489493041849,1135,13134
75.06561892736002,1137,1185
75.08658013649578,85,1489
76.27991412627358,150,10301
76.75409007347378,901,6073
76.91563498503449,924,484
79.5274881498823,875,6514
79.90477594800288,866,1380
80.43586718571484,986,1275
80.79123192588918,591,2627
80.84056789183352,1282,1037
81.07815990772484,1235,1081
82.27447500436625,1259,1450
82.56027169885427,1055,1707
82.67263804835027,93,7581
83.91223491201261,908,1459
84.24849533458595,890,301
84.45882480140214,1324,1348
85.68374809049784,596,5008
86.21232569959145,1148,1678
