arrived_at,num_prefill_tokens,num_decode_tokens
4.883820800557598,832,2990
9.347386725892306,114,5326
17.574507757461497,235,635
25.004906460274302,1298,684
33.2051330751219,850,585
38.14937304352975,1121,2196
50.40476873366922,1272,708
54.51743247238601,91,4083
63.03023249493744,898,3967
69.27538199664934,885,707
72.80232154293503,1195,1157
77.97754007948708,949,642
83.51408604741061,859,425
91.50364742787764,1313,1715
100.4192552831026,885,707
107.08613741742066,183,11814
112.8778688954195,854,537
119.4028727916225,981,723
129.77803824458633,962,915
139.84009694003015,600,4051
140.79172374380445,889,804
144.55991667878826,1099,10911
145.4707239691835,915,501
157.99961409117074,1055,2752
164.1343975498861,871,4352
168.44594720605835,897,4090
176.2567585945562,1071,1406
183.779648711706,1318,3713
188.52685258081763,1015,1341
192.33074012735685,956,1621
193.83532554763087,462,5372
199.9911817463021,122,4703
204.25639392446053,1297,1353
206.40889589028703,867,938
207.4536746482474,184,4289
211.08133528814523,114,5725
216.4335193217628,1223,1595
229.9370879851963,321,1775
239.94293673530944,114,2076
254.7339014024849,117,4333
260.7651775139544,73,2633
262.06001923982944,270,13386
262.72966624576026,1137,1185
266.97969944195773,150,10301
269.2047224476209,924,484
279.66671581801035,866,1380
282.7693117406124,591,2627
283.7735596770372,1235,1081
288.96095094599025,1055,1707
293.69282219204445,908,1459
295.6058868049078,1324,1348
301.7431399485704,1148,1678
306.00297331945484,576,4516
313.60014525828745,763,7894
318.3475005739084,85,2305
319.79865030412856,901,8701
322.40744747653497,854,3718
327.97975087085035,97,7059
340.7083502558697,851,795
343.4508837968137,946,2503
355.0096227629004,925,1794
357.3580119912077,917,6448
358.7278306935188,195,1926
366.0699159441864,147,7186
381.9137080685061,718,6329
383.5541187597169,961,687
389.6029969091449,884,10147
399.9226855294818,78,9426
404.9184608947455,1059,692
405.96297331473073,179,11846
412.2125884344961,720,2670
423.2323127530259,967,4332
432.0700315013004,900,1170
435.8223241970791,1159,3852
440.4520996264831,900,781
454.1584571674485,898,507
455.449279757159,720,2670
460.0642329581579,1012,10515
465.24197578833207,1287,729
469.193103066961,908,1961
474.9788449127537,133,14687
492.2879530650584,738,6673
500.2354898243181,1011,860
502.9705791968408,1207,1383
506.5401658147727,1010,768
510.6874883129892,213,7855
521.9820966035717,136,2140
528.33024209927,924,484
534.2111536946902,1317,2221
544.7874430539082,875,3180
559.2643593113943,942,642
563.0217313691708,1111,1231
565.9384681863739,1082,3204
576.0367373489813,245,13632
578.7581996811417,1284,5269
583.0905730200901,921,1372
590.5561096800253,1151,951
593.0705746224788,368,4106
