arrived_at,num_prefill_tokens,num_decode_tokens
1.395377371587885,832,2990
2.6706819216835163,114,5326
5.021287930703285,235,635
7.144258988649801,1298,684
9.487180878606257,850,585
10.899820869579928,1121,2196
14.401362495334062,1272,708
15.576409277824572,91,4083
18.00863785569641,898,3967
19.79296628475696,885,707
20.80066329798144,1195,1157
22.27929716556774,949,642
23.86116744211732,859,425
26.1438992651079,1313,1715
28.691215795172173,885,707
30.59603926212019,183,11814
32.25081968440557,854,537
34.11510651189214,981,723
37.079439498453226,962,915
39.95431341143717,600,4051
40.226206783944114,889,804
41.30283333679663,1099,10911
41.56306399119527,915,501
45.14274688319163,1055,2752
46.8955421571103,871,4352
48.12741348744522,897,4090
50.35907388415888,1071,1406
52.50847106048738,1318,3713
53.864815023090735,1015,1341
54.95164003638765,956,1621
55.38152158503737,462,5372
57.140337641800585,122,4703
58.35896969270298,1297,1353
58.97397025436769,867,938
59.272478470927794,184,4289
60.30895293947004,114,5725
61.83814837764649,1223,1595
65.6963108529132,321,1775
68.55512478151694,114,2076
72.78111468642425,117,4333
74.50433643255836,73,2633
74.8742912113798,270,13386
75.06561892736002,1137,1185
76.27991412627358,150,10301
76.91563498503449,924,484
79.90477594800288,866,1380
80.79123192588918,591,2627
81.07815990772484,1235,1081
82.56027169885427,1055,1707
83.91223491201261,908,1459
84.45882480140214,1324,1348
86.21232569959145,1148,1678
87.42942094841555,576,4516
89.60004150236774,763,7894
90.95642873540228,85,2305
91.37104294403665,901,8701
92.11641356472418,854,3718
93.70850024881427,97,7059
97.3452429302484,851,795
98.12882394194666,946,2503
101.4313207894,925,1794
102.10228914034496,917,6448
102.49366591243384,195,1926
104.5914045554817,147,7186
109.11820230528735,718,6329
109.58689107420471,961,687
111.31514197404128,884,10147
114.26362443699466,78,9426
115.69098882707002,1059,692
115.9894209470658,179,11846
117.77502526699878,720,2670
120.92351792943585,967,4332
123.44858042894283,900,1170
124.52066405630816,1159,3852
125.84345703613786,900,781
129.7595591906994,898,507
130.1283656449024,720,2670
131.44692370233065,1012,10515
132.92627879666614,1287,729
134.05517230484585,908,1961
135.70824140364374,133,14687
140.65370087573078,738,6673
142.92442566409068,1011,860
143.70587977052574,1207,1383
144.7257616613634,1010,768
145.91071094656812,213,7855
149.13774188673457,136,2140
150.95149774264837,924,484
152.63175819848271,1317,2221
155.6535551582593,875,3180
159.78981694611247,942,642
160.8633518197629,1111,1231
161.69670519610665,1082,3204
164.5819249568516,245,13632
165.35948562318313,1284,5269
166.5973065771684,921,1372
168.7303170514356,1151,951
169.44873560642233,368,4106
173.00425679867342,870,3428
174.35917670706775,158,3184
176.06129262624123,846,2139
176.51013901622966,1281,1411
178.0634435356272,844,730
179.31673814297943,141,7925
182.4680612865476,673,11983
185.1632014373741,1057,4487
186.79451943409435,1066,772
187.0156467102135,911,485
192.33538314490949,204,3111
195.64317452080604,1308,903
196.0277660935911,876,2964
197.66793797732663,1022,506
199.578562161352,82,3451
199.8689962270653,885,4329
201.9870955346896,132,7758
202.7520906704534,938,3916
203.762917857416,133,9462
205.83354667747284,85,3047
207.8032910839517,905,5921
209.7745665288068,1153,4951
209.8129257638089,921,1394
211.61526790514395,94,3368
212.5201492429944,1153,670
214.83640423043943,232,1030
216.11749030297472,842,351
218.2392294534773,1105,799
219.25705868724128,875,671
220.4503166680562,888,1065
221.55051176029147,512,2772
223.9705229315894,991,3138
225.1758656612757,884,578
228.9952553000244,934,1030
232.67288762805035,1288,561
234.36353969507863,1001,591
234.83653901818272,945,3167
235.24120722860744,1281,1168
240.0514588498825,1385,16234
241.62865751498137,1345,1390
242.8992760030925,71,4391
243.0344577002293,986,924
245.42359743109017,833,4512
245.9405009721792,1200,6450
248.0351645756388,915,620
249.2743449822956,961,2008
251.13308884752087,876,859
252.2430739331561,888,528
252.8718138869023,842,4095
253.297921439845,898,2346
253.64681818478817,1184,1381
254.5003294617977,1018,1920
255.81754850124167,943,2796
256.65341592599964,1037,657
257.9235054037296,1272,1301
258.1003406005941,204,3111
259.9985401914247,70,3543
261.1368554337927,535,13202
261.8441800988508,921,3353
262.159782410127,372,1051
263.2726968397985,904,2043
264.5772978526681,880,2212
274.93884269633367,907,1385
280.98925613505446,1332,3006
283.9871645813503,910,3462
286.6777727470598,926,2529
289.5167258506025,746,3169
290.5016385110419,1278,759
291.27998584097514,1312,1540
295.12861656363407,827,3632
296.9348408047041,1165,1576
299.618451402493,848,341
302.81546636989,921,896
303.64054340247463,211,4902
305.9492993790849,992,6978
310.08677451194853,308,4195
311.0425465425175,997,10023
311.7252894426389,935,1111
315.29566469679713,1087,4803
317.26938774650955,123,10410
318.98706025074296,1413,2240
320.9053318907794,1173,777
324.77670877447053,1297,3091
325.7938494962855,907,4597
325.95758235518946,975,3626
329.2872491723719,1278,1273
334.5667634587075,1587,1313
335.591974902932,1276,1521
338.5217029239792,151,2017
341.5667838155868,923,703
344.9619873416904,938,3916
345.2074550624777,1286,1279
346.75706496191896,914,3444
347.6298022557502,143,2471
349.9754701651612,1142,2154
351.59962667945234,886,867
351.8058089252429,1291,1143
354.13297642777604,1312,4172
355.6065990883756,858,509
357.5752087579207,961,921
360.15739010905435,1261,727
361.29483380209314,519,6776
362.0722711546781,1164,1352
362.9966667503065,1097,848
364.3885312722862,191,12723
364.5755021084231,363,4140
365.589450813428,110,8909
367.1889605094087,885,552
370.7364793891438,817,2035
373.1999505102404,576,7421
375.1999253877142,1241,1655
376.7276767106408,371,6990
377.0630176065413,815,10746
378.5284706159936,331,2655
380.4435876008725,880,7443
381.0007109971911,849,673
383.6144268670715,80,5802
385.5387204420823,886,777
386.4959819649575,1107,1063
388.22847482603504,843,213
388.9613935280145,1072,821
391.0805731903777,1047,873
392.65309964423744,934,467
392.907684926343,1226,2577
393.11343199380593,456,3577
397.22225562794887,140,9490
401.2521812146149,917,454
403.63364554065896,1276,662
405.5027560626248,93,2405
406.5990670194001,1272,1371
408.3295220913427,120,7629
410.0977869691525,780,3114
411.0778528595412,911,2795
413.5319162042292,1067,3306
415.3532463629354,965,1754
416.7607277660156,125,10321
417.9500758860297,1054,506
420.7067356829549,1141,1296
423.52375500208746,858,509
424.9591671829645,78,2263
426.01223342360674,1039,2225
426.9324888899181,1009,1357
427.1116670343325,1216,934
431.4364807128353,913,675
432.28514676981575,1423,1262
433.2727363150684,946,650
436.5041503002051,181,4681
439.1140423627591,221,6485
441.69752980624617,1309,2129
443.5200227585469,989,441
444.79079941118965,1400,4849
445.7454017166542,170,3304
447.3628165995236,1189,3058
447.5701834175713,186,8110
449.15189515718674,1087,2012
450.126044124807,1203,4948
452.3013825628684,1062,696
454.23520852469113,124,1958
455.1424817783299,965,8627
456.007225703773,671,6609
456.5068431336866,979,648
457.416965572621,164,8699
461.27925594501056,886,777
463.6624678176653,943,953
464.90908188644096,1402,13738
465.1510470492974,875,527
465.5673778748479,950,584
467.1870078554642,91,3662
468.93405728115,138,6590
471.9495496373381,876,3793
472.85953582776574,896,531
475.3443074903519,951,905
477.1970350891114,701,936
480.1805307716076,921,724
483.9229718517764,1018,1064
484.3657817564589,1195,3352
485.4575588001326,911,924
485.7157472600813,1098,7888
